jpb_id,title,posted,company_name,skills,exp,salary,offered_location,job_Description
150723005076,Data Scientist - Lucknow,18 Days Ago,Era University,"mathematics,statistics,communication skills,Data",1-4 Yrs,Not disclosed,"Lucknow, Uttar Pradesh","Skills Required:- <br><br>Statistics Good applied statistical skills,including knowledge of statistical tests,distributions,regression,maximum likelihood estimators,etc<br><br>Machine Learning good knowledge of machine learning methods like k-Nearest Neighbors,Naive Bayes,SVM,Decision Forests<br><br>Hands-on experience with data science tools"
140723007359,Big Data Consultant,19 Days Ago,Sopra Steria,"spark,Cloudera,Hadoop,hive,scala,airflow,big data,cloudera hadoop",4-9 Yrs,Not disclosed,"Noida, Uttar Pradesh, Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka","Candiate Profile:  . Proficient in any two programming languages to build data pipeline (Scala,Python,Java)<br><br>Minimum 4 years of Project experience in Big data,Hadoop,Data Lake,ETL,Advanced SQL,and Data Modeling<br><br>Minimum 2 Years of Project experience in implementing big data solutions using Cloudera Hadoop <br><br>Experience: 4 to 10 years."
030423005869,Data Scientist - InfoEdge India Ltd.,12 Days Ago,Info Edge,"deep learning,nlp,machine learning,Python,Natural language processing,Data,Machine",0-4 Yrs,Not disclosed,Hybrid - Noida,Required Educational Qualification: PhD/ MTech / BTech with relevant experience from Tier 1 Campus . Job Objective: As a Data Scientist you will be building innovative Machine Learning solutions for vital and complex business problems<br><br>Identify potential data-driven machine learning solutions to improve user experience through personalization and prediction of user preferences
250723006296,"Senior Analyst/ Data Scientist - Data Science
",8 Days Ago,Tiger Analytics,"customer analytics,data science,regression,Marketing Analytics,Senior,Data analysis,Data,Marketing",2-7 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","A passion for writing high-quality code (Python) and the code should be modular,scalable,and free of bugs<br><br>Working knowledge of basic Optimization Techniques would be counted as an added advantage. Must Have Skills : Regression,Python<br><br> . 2+ years of relevant Data Science experience<br><br>Comprehensive knowledge of SQL with experience in office skills (Excel & PowerPoint)"
210423502843,Data Scientist,30+ Days Ago,Essenware Private Limted,"Healthcare,power bi,Bi,Data",5-6 Yrs,Not disclosed,Hyderabad/Secunderabad,More than 5 years of experience working in Power BI developement projects. Hands on experience with Power BI Report Builder DAX & Power Queries Power BI Desktop Power BI Service On Premises Gateway Reporting Designing along with Dos & Don ts along with Best Practices for the Team Healthcare domain knowledge
100622500319,Specialist - Data Science - GMO,30+ Days Ago,Dr Reddys,"Computer science,advanced analytics,SAS,data science,Analytical,Machine learning,Javascript,Analytics",2-6 Yrs,Not disclosed,Hyderabad/Secunderabad, MBA is a plus . Strong skills in data science with deep understanding of ML / DL modelling techniques (When to use what and why) . Hands-on experience in R / Python/SAS and associated ML / DL packages
100622500306,Data Science Lead,30+ Days Ago,Dr Reddys,"Computer science,advanced analytics,digital analytics,Prototype,Simulation,Machine learning,Agile,Operations",2-5 Yrs,Not disclosed,Hyderabad/Secunderabad," . Good understanding of Digital analytics . Strong communication skills,orally and in writing"
100622500218,Data Science Lead,30+ Days Ago,Dr Reddys,"Pilot,deep learning,Prototype,Simulation,data science,Machine learning,model development,Operations",2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,"<ul> <li> <span> <span> <span> <span> Develope advance  </span> <span> <span> <span> <span> <span> <span> <span> <span> <span> understanding of business obstacles, create solutions based on  </span> </span> </span> </span> </span> </span> </span> </span> </span> <span> <span> <span> <span> <span> <span> <span> <span> <span> analytics  </span> </span> </span> </span> </span> </span> </span> </span> </span> <span> <span> <span> <span> <span> <span> <span> <span> <span> and draw implications for model development </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </li> <li> <span> <span> <span> <span> <span> <span> <span> </span> </span> <span> <span> <span> <span> <span> <span> <span> <span> <span> Combine, explore and draw insights from data. Often large and complex data assets from different parts of the business. </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </li> <li> <span> <span> <span> <span> <span> <span> <span> </span> </span> <span> <span> <span> <span> <span> <span> <span> <span> <span> Design and build explorative, predictive- or prescriptive models, utilizing optimization, simulation and machine learning techniques  </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </li> <li> <span> <span> <span> <span> <span> <span> <span> </span> </span> <span> <span> <span> <span> <span> <span> <span> <span> <span> Prototype and pilot new solutions and be a part of the aim of  </span> </span> </span> </span> </span> </span> </span> </span> </span> <span> <span> <span> <span> <span> <span> <span> <span> <span> productifying </span> </span> </span> </span> </span> </span> </span> </span> </span> <span> <span> <span> <span> <span> <span> <span> <span> <span> those valuable solutions that can have impact at a global scale </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </li> <li> <span> <span> <span> <span> <span> <span> <span> </span> </span> <span> <span> <span> <span> <span> <span> <span> <span> <span> Guides and coaches other chapter colleagues to help solve data/technical problems at an operational level, and in methodologies to help improve development processes </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </li> <li> <span> <span> <span> <span> <span> <span> <span> </span> </span> <span> <span> <span> <span> <span> <span> <span> <span> <span> Identifies and interprets trends and patterns in complex data sets to enable the business to take data-driven decisions </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </span> </li> </ul>"
091122500763,Data Scientist,30+ Days Ago,Dr Reddys,"advanced analytics,Head Business Development,data science,Machine learning,Deployment,Informatica,Management,Monitoring",2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,"<ul> <li> <span> <span> <span> <span> <span> <span> <span> <span> To study and assess the organization business users skill gaps. Along with the Analytics Practice Head, Design and deploy relevant trainings and hands-on sessions to increase the Analytics (ML/DL) capabilities in the business teams to help have better use -case ideation and implementations.  </span> </span> </span> </span> </span> </span> </span> </span> </li> <li> <span> <span> <span> <span> <span> <span> <span> <span> Identify & Develop reusable assets (models) that have wide-ranging applications across the organization. Create a repository that can easily be deployed with minimal additional investment. </span> </span> </span> </span> </span> </span> </span> </span> </li> <li> <span> <span> <span> <span> <span> <span> <span> <span> Manage the operationalisation of the analytics recommendations with the relevant business stakeholders and measure the effectiveness of the models and recommendations; Work closely with business teams to derive insights and business benefits from analytics models developed and deployed. Improve effectiveness of the solution by creating experiments for recommendations and constantly monitoring the model accuracy and fine tuning the same as per business needs </span> </span> </span> </span> </span> </span> </span> </span> </li> <li> <span> <span> <span> <span> <span> <span> <span> <span> Identify opportunities for applying advanced analytics to address the organisation s objectives or problems; Work with business stakeholders to understand their requirements or problem statements; Identify suitable tools and data science techniques to be applied in order to refine the problem statement; Work closely with the vendors/partner ecosystem to deliver the same </span> </span> </span> </span> </span> </span> </span> </span> </li> </ul>"
280623502164,Lead- Data Scientist,30+ Days Ago,Response Informatics,"Text mining,Cluster analysis,deep learning,Image processing,Analytical,Project initiation,linear regression,Forecasting",5-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Experience working with pre-trained models,awareness of state-of-art in embeddings and applicability for use cases<br><br>Prospect should have exposure to project initiation to business impact creation in at least one project"
110423501951,Sr. Data Scientist,30+ Days Ago,Attri,"amazon ec2,C++,Data analysis,Coding,Project management,Machine learning,Sensors,SQL",5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","5+ years hands on experience with Python,TensorFlow,Spark,Airflow,and SQL is important . * Strong programming background in 1 or more of Python,C / C++,R,Java,and knowledge of software engineering concepts (OOP,design patterns)<br><br> * Knowledge and experience of deploying large-scale systems using distributed and cloud-based systems (Hadoop,Amazon EC2) is a big plus"
110423501950,Research Scientist,30+ Days Ago,Attri,"amazon ec2,Health insurance,C++,Data analysis,github,Coding,Project management,Machine learning",4-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","<ul> <li> A Masters/MS in CS, Machine Learning or in a highly quantitative field. </li> <li> 4+ years of total Industry experience </li> <li> 4+ years of hands-on experience (academic or industrial) in predictive modeling and large data analysis. </li> <li> Strong coding and problem-solving skills in at least one programming language such as Python, Java, C++, etc. </li> <li> At least two publications, as the first author, in a leading conference or journal related to machine learning. </li> <li> Sound theoretical understanding of broad machine learning concepts, with deep and demonstrable expertise in at least one topic or application of machine learning. </li> </ul> <p> <b> <strong> Preferred Qualifications: </strong> </b> <br /> </p> <p> A Ph.D. in CS, Machine Learning, or in a highly quantitative field. </p> <p> Prior work experience as an applied scientist or a data scientist at a consumer product company. </p> <p> Experience using an object-oriented language to write production-ready code. </p> <p> Strong record of publications in one of the following areas: MLOps, Data Analytics, Machine Learning </p> <p> Industry experience working with machine learning concepts such as optimizations, performance tracking, and testing </p> <p> . Exposure to developing ML systems and infrastructure as a service with strict latency constraints </p> <p> <strong> It'd be nice if you have </strong> </p> <p> * Experience in Design Thinking or human-centered methods to identify and creatively solve customer needs, through a holistic understanding of customer s problem area </p> <p> * Knowledge with Reinforcement learning and Optimisation problems on a large scale is a big plus </p> <p> * Some experience in project management and mentoring is also a plus. </p> <p> * Knowledge and experience of deploying large-scale systems using distributed and cloud-based systems (Hadoop, Amazon EC2) is a big plus. </p> <p> * Passion for developing data products from scratch and a high level of proactiveness <br /> </p> <div> <b> <strong> </strong> </b>   </div> <div> <b> <strong> You will excel in this role if </strong> </b> </div> <p> * You are scrappy, take ownership, and follow through to the very end </p> <p> * You enjoy wearing multiple hats </p> <p> * A sincere desire to learn and grow - were quite small, so the desire to learn and grow as the company grows is essential </p>"
100723500363,Senior Data Scientist,23 Days Ago,Stats Systems India,"deep learning,Computer vision,Product engineering,data science,Artificial Intelligence,Machine learning,Manager Technology,Statistics",3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Experience in projects involving large scale multi-dimensional datastore,complex business infrastructure,and cross-functional teams,and track-record of successfully launched ML projects in production <br><br>Bachelor s,MS or PhD in <br><br>preferred: knowledge of using GPUs) . <br><br>Experience"
060723501609,Data Scientist,27 Days Ago,Blackstraw Technologies,"deep learning,C++,Operations research,Machine learning,Natural language processing,data visualization,Econometrics,Forecasting",3-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," . Bachelors in Math,Computer Science,Information Systems,Machine Learning,Statistics,Econometrics,Applied Mathematics,Operations Research or related technical degree with ability to break complex business problems down to smaller more solvable parts. ."
060723501251,Lead Data Scientist,27 Days Ago,Propmix,"NoSQL,data science,Analytical,Machine learning,Cloud,Data mining,Predictive analytics,SQL",5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","5+ years of working experience as a Data Scientist,utilizing Python and machine learning techniques . Strong programming skills in Python,including libraries such as Pandas,NumPy,and Scikit-learn . <br><br>Experience with SQL and NoSQL databases for data extraction and manipulation<br><br>Knowledge or experience in the US real estate market . ."
060423500306,Data Scientist,30+ Days Ago,Clarifai,"Cloud computing,data science,Technical writing,GCP,Machine learning,Natural language processing,Open source,SQL",3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Cloud computing skills (AWS,GCP) . College degree BS (computer science,math,physics) . Ability to work in North America time zones <br><br>Experience with JupyterLab . Open source development experience . Github . ."
060323501973,Senior Deep Learning / Data Scientist,30+ Days Ago,Glossaread Technologies Pvt Ltd,"deep learning,SAN,Quality standards,French,data science,Machine learning,Programming,SQL",5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",5+ years of industry experience in data science and familiarity with NLP and deep learning algorithms is required for this role<br><br>Strong foundation in statistics / machine learning and ability to work independently is required<br><br>Create documentation and business requirements documents as required . . <br><br>Previous startup experience is a plus
050723500940,Senior Data Scientist,28 Days Ago,KAS Services India,"Supply chain,Computer science,Operations research,data science,Analytical,Machine learning,Agile,Analytics",4-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," . MS or PH.D. in Computer Science,applied mathematics,statistics,physics,operations research,quantitative social sciences or related fields,Mandatory Formal Education / Qualifications e.g<br><br>Expertise in tools required to execute a data science project - SQL,Python,R,ML algorithms . <br><br>Prior experience in machine learning & big data analytics necessary"
010623500402,Data Scientist,30+ Days Ago,IBS Software Services,"Cloud computing,data science,Analytical,Machine learning,Business solutions,Forecasting,IPS,SQL",3-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Hands-on experience of 3-5 years in Data Science . Strong in Applied Machine Learning and / or NLP<br><br>Experience with machine learning and / or Deep learning models such gradient boosting,SVM,random forest,clustering,KNN,CNN,LSTM etc<br><br>Required . <br><br> Proficient in Python and / or R,SQL,Pandas,Numpy,Sklearn,Tensorflow,Flask / Django frameworks"
290323500069,Senior Data Scientist,30+ Days Ago,Corporate Steps,"Version control,Publishing,HR Professional,model development,Data processing,power bi,Capital market,big data",5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","<ul> <li> <span> <span> <span> Proven experience in working with large datasets </span> </span> </span> </li> </ul> <ul> <li> <span> <span> <span> Worked on structured, semi-structured and unstructured data </span> </span> </span> </li> </ul> <ul> <li> <span> <span> <span> Worked on projects which includes computer vision </span> </span> </span> </li> </ul> <ul> <li> <span> <span> <span> Highly skilled in advanced level programming in Python using libraries like pandas, scrapy, tensorflow, scikit-learn, keras, matplotlib etc. </span> </span> </span> </li> </ul> <ul> <li> <span> <span> <span> Proven experience working on NLP using python libraries like NLTK, pattern, gensim, spacy, textblob etc. </span> </span> </span> </li> </ul> <ul> <li> <span> <span> <span> Experience working on columnar data formats </span> </span> </span> </li> </ul> <ul> <li> <span> <span> <span> Knowledge of CI/CD, version control, orchestration tools </span> </span> </span> </li> </ul> <ul> <li> <span> <span> <span> Highly motivated and self-beginner </span> </span> </span> </li> </ul> <ul> <li> <span> <span> <span> Highly skilled in developing supervised & unsupervised models </span> </span> </span> </li> </ul> <ul> <li> <span> <span> <span> Experience working on cloud platform like AWS/Azure </span> </span> </span> </li> </ul> <ul> <li> <span> <span> <span> Working knowledge of visualization tools QlikView/Power BI/Tableau </span> </span> </span> </li> </ul> <ul> <li> <span> <span> <span> Experience working in banking & financial services, capital market  </span> </span> </span> </li> </ul> <p> <span> <span> <span> <strong> <u> <span> Skills Required: </span> </u> </strong> </span> </span> </span> </p> <ul> <li> <span> <span> <span> Excellent verbal and written communication </span> </span> </span> </li> </ul> <ul> <li> <span> <span> <span> Experience working on streaming data </span> </span> </span> </li> </ul> <ul> <li> <span> <span> <span> Experience working with complex and unstructured datasets </span> </span> </span> </li> </ul> <ul> <li> <span> <span> <span> Work independently as sole owner of assignments/tasks with minimal or no guidance </span> </span> </span> </li> </ul> <ul> <li> <span> <span> <span> Work on complex and big data framework </span> </span> </span> </li> </ul> <ul> <li> <span> <span> <span> Highly motivated and ability to work peacefully in stressed environment if arise </span> </span> </span> </li> </ul> <ul> <li> <span> <span> <span> Develop ML & AI models based on structured and unstructured data </span> </span> </span> </li> </ul> <ul> <li> <span> <span> <span> Work on Pyspark & Python as primary tools for data processing and model development </span> </span> </span> </li> </ul> <ul> <li> <span> <span> <span> Work on matrix environment with multiple stakeholders </span> </span> </span> </li> </ul> <ul> <li> <span> <span> <span> Orchestrate complete workflow right from reading the data from source to publishing model output </span> </span> </span> </li> </ul> <ul> <li> <span> <span> <span> Present the work to internal/external stakeholders </span> </span> </span> </li> </ul> <ul> <li> <span> <span> <span> Mentor junior data scientists and guide them as and when needed </span> </span> </span> </li> </ul>"
280623501335,Sr Data Scientist / Consultant,30+ Days Ago,Curemd,"Statistical programming,Administration,C++,Machine learning,SCALA,Data collection,Healthcare,Data mining",5-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Any bachelors degree - important to have knowledge and conceptual clarity in mathematical and statistical concepts acquired through any source<br><br>Minimum 2 projects ( aI models) in production<br><br>Experience with Data Visualization Tools . <br><br>Programming Background . Hands-on experience with data science tools Python and R . Problem-solving aptitude .
230223500630,Principal Data Scientist,30+ Days Ago,Agilon Health,"Machine learning,Healthcare,Scrum,Epidemiology,Operations,Statistics,Principal,SQL",5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Experience training and deploying models in a production environment<br><br>Experience . leading scrum teams and . collaborating with stakeholders on ML . opportunities. .
221118500006,Data Scientist,30+ Days Ago,Analytos,"Text mining,deep learning,NoSQL,RF,data science,Data research,Data modeling,Manager Technology",2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","You will collaborate with the brightest technical minds in building futuristic products,  researching groundbreaking concepts,  and influencing new ideas to transform retail. If you want to make meaningful contributions and reinvent the retail space that will impact millions of guests,  Target is for you. 

About This Opportunity: Responsible for th...  e development of high performance,  distributed computing tasks using Big Data technologies such as Hadoop,  NoSQL,  text mining and other distributed environment technologies based on the needs of the organization. Designs and drives the creation of new standards and best practices in the use of statistical data modeling,  big data and optimization tools. 

Deploy data- science and technology based algorithmic solutions to address business needs for our customers

Utilize recommender systems,  collaborative filtering techniques,  propensity modeling to drive our customer's business priorities

Qualifications: Msc -  Statistics /  Math or PhD in any stream

Experience : 2 to 4 years 

Requirements Experience of Regression/ Linear Analysis

Experience with any of Deep Learning,  Distributed RF,  Generalized Linear Model, K- Mean and naive Bayes

Experience with designing algorithms on Hadoop ecosystem

Experience with recommendation systems

A strong passion for empirical research and for answering hard questions with data

Excellent written and verbal communication skills"
100323501860,Data Scientist,30+ Days Ago,WSD Consultant,"E-learning,data science,Application programming,Artificial Intelligence,Machine learning,Manager Technology,Doctor,Management",1-5 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru","<ol> <li> Undertaking data collection, preprocessing and analysis </li> <li> Building models to address business problems </li> <li> Presenting information using data visualization techniques </li> <li> Identify valuable data sources and automate collection processes </li> <li> Undertake preprocessing of structured and unstructured data </li> <li> Analyze large amounts of information to discover trends and patterns </li> <li> Build predictive models and machine-learning algorithms </li> <li> Combine models through ensemble modeling </li> <li> Present information using data visualization techniques </li> <li> Propose solutions and strategies to business challenges </li> <li> Collaborate with engineering and product development teams </li>  </ol>"
090623500553,Senior Data Scientist - Retail,30+ Days Ago,Tredence,"Data analysis,Data management,Analytical,Machine learning,Data structures,Predictive modeling,Troubleshooting,Data mining",4-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"," . Bachelors or Masters degree in a quantitative field (CS,machine learning,mathematics,statistics) or equivalent experience<br><br>preferred . <br><br>Experience with cloud platforms such as Azure,AWS is preferred but not required<br><br> . Qualification & Experience <br><br> . 4+ years of experience in data science,building hands-on ML models . ."
060423501911,Data Science,30+ Days Ago,Skillety,"Analytical skills,Unit operations,Staffing,Neural networks,Machine learning,Application development,MS Office,SQL",7-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Collect and analyze data required for projects including web scrapping and external vendor research<br><br>Essential Requirements . 5 to 8 years of related experience in Python,R,SQL . <br><br> . Python Machine Learning Toolkit: Must Haves - scikitlearn,scipy,Desired - tensorflow,keras,automl <br><br>Hands on Experience in Python:  pandas,numpy,pyodbc,pyplot,Plotly"
010823006615,Job Opportunity-Data Science -Fujitsu,1 Day Ago,Fujitsu,"data science,annotation,algorithms,python,CVAT,Science,Data",3-8 Yrs,Not disclosed,"Pune, Maharashtra, Bangalore/ Bengaluru, Karnataka",Experience : 5 years to 8 years . <br><br>Experience with AI on Cloud <br><br>Good to have Palantir tool understanding
010523501679,Data Scientist,30+ Days Ago,Open Insights,"C++,Linux,Agile scrum,Machine learning,Programming,Object oriented programming,Statistics,SQL",3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","<div> <div> <div> <ul> <li> Developing machine learning models against datasets to generate insights to support product feature development.  </li> <li> Working closely with clients and implementation teams to develop technical solutions.  </li> <li> Supporting the development of technical, training, and business-related documentation.  </li> <li> Leading analytic practices, design, and development cycles.  </li> <li> Working with cross-functional team members to identify and prioritize actionable, high-impact insights across a variety of core business areas.  </li> <li> Producing new and creative analytic solutions that will become part of the Open Insights DaaS products.  </li> <li> Generating and presenting reports and analysis of model quality.  </li> <li> Assessing the effectiveness and accuracy of new Data sources and Data gathering techniques.  </li> <li> Collaborating with teammates across the product development organization.  </li> </ul> Skills and Requirements  <ul> <li> Bachelor s degree in Statistics, Mathematics or Computer Science  </li> <li> Professional experience, or can convincingly demonstrate the level of skill.  </li> <li> Proficiency with statistical computer languages such as R or Python.  </li> <li> Proficiency with relational database systems (SQL) and object-based Data stores.  </li> <li> Advanced applied statistics skills, such as distributions, statistical testing, regression, etc.  </li> <li> Professional experience with machine learning techniques and how to apply them in real-world scenarios.  </li> <li> Excellent verbal and written communication skills.  </li> <li> Drive to learn new technologies, statistical methods, and Data manipulation techniques.  </li> <li> Understand business context and challenges and articulate practical solutions.  </li> <li> Strong problem-solving skills with an emphasis on product development.  </li> </ul> Preferred  <ul> <li> Master s degree in Statistics, Mathematics, Computer Science or Artificial Intelligence.  </li> <li> Experience with distributed Data systems such as Apache Hadoop or Apache Spark.  </li> <li> Expertise in analyzing large, complex, multi-dimensional datasets with a variety of tools.  </li> <li> Proficiency in Linux and version control software (git).  </li> <li> Familiarity with Object-Oriented programming languages such as Java, C#, or C++.  </li> <li> Familiarity with Agile / Scrum development practices.  </li> <li> Immediate joiners are preferred  </li> </ul> </div> </div> </div>"
010323500469,Solution Architect,30+ Days Ago,Scribble Data,"NoSQL,data science,Time series analysis,Customer engagement,MATLAB,Solution Architect,SQL,Python",1-2 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Experience developing and implementing best-in-class algorithms for multiple among user modelling,entity matching,recommendation systems,search systems,natural language understanding,and time series analysis . Proficient with Python data science libraries (numpy,scikit-learn,spacy,etc.)<br><br>Proven record of hands-on data science and / or ML engineering experience"
240723501571,Advisory Data Scientist,9 Days Ago,Pitney Bowes (PBI),"Computer vision,Data analysis,Simulation,data science,Data quality,Continuous improvement,SQL,Python",4-9 Yrs,Not disclosed,Pune,"<p> <strong> We actively look for prospects who:  </strong> </p> <ul> <li> Are passionate about client success.  </li> <li> Enjoy collaborating with others.  </li> <li> Strive to exceed expectations.  </li> <li> Move boldly in the quest for superior and best in market solutions.  </li> </ul> <p> <b> <span> Job Role  </span> </b> <span> :  </span> </p> <p> </p><ul> <li> <span> We are looking for a Data Scientist with excellent problem solving and data analysis skills  </span></li> <li> You will be part of an open and talented team that works on solving business problems using data science and statistical techniques  </li> <li> Data Science roles and responsibilities include understanding data and data quality, transforming it to derive insights and applying various statistical functions and algorithms to deliver value   </li> </ul> <p> </p> <p> <b> <span> Responsibilities  </span> </b> </p> <ul> <li> <span> Data exploration and feature engineering.  </span> </li> <li> <span> Build, deploy and maintain data science models to deliver value.  </span> </li> <li> <span> Research to design innovative data science solutions.  </span> </li> <li> <span> Understand and analyse the use case and design solutions FOR the same.  </span> </li> <li> <span> Communicate effectively with various stakeholders.  </span> </li> <li> <span> Support continuous improvement by investigating alternatives and technologies.  </span> </li> <li> <span> Mentoring junior team members  </span> </li> </ul> <p> <b> <span> Requirements  </span> </b> </p> <ul> <li> <span> Graduation in IT, Computer Science, Engineering, Mathematics or Statistics.  </span> </li> <li> <span> Aptitude to learn new data science techniques to solve business problems.  </span> </li> <li> <span> Proven experience on Solving Business challenges using Data Science Models running in production.  </span> </li> <li> <span> Well versed with feature engineering and data exploration techniques.  </span> </li> <li> <span> Should have a good exposure to SQL concepts.  </span> </li> <li> <span> Should be able to apply statistical inference tools (like hypothesis testing, CLT, Z-Test, t-test) in real business problem settings.  </span> </li> <li> <span> Strong programming background in Python  </span> </li> <li> <span> Strong problem-solving skills  </span> </li> <li> <span> Experience with git  </span> </li> <li> <span> Strong written and verbal communication skills  </span> </li> </ul> <p> <b> <span> Good to have-  </span> </b> </p> <ul> <li> <span> Good exposure to logistics and shipping domain.  </span> </li> <li> <span> Exposure to Computer Vision & Operational Research, Simulation  </span> </li> </ul> <p> <b> <span> Qualification & work experience  </span> </b> </p> <ul> <li> <span> Bachelor s Degree (Mathematics/ Statistics/ Computer Science)  </span> </li> </ul> <p> <b> We will:  </b> </p> <p> </p> <ul> <li> Provide the will: opportunity to grow and develop your career  </li> <li> Offer an inclusive environment that encourages diverse perspectives and ideas  </li> <li> Deliver challenging and unique opportunities to contribute to the success of a transforming organization  </li> <li> Offer comprehensive benefits globally ( P B Live Well )  </li> </ul>"
070122500008,Data Scientist,30+ Days Ago,Intellect Design Arena,"Nlp,Data Scientist,Natural Language Processing,Machine Learning,Deep Learning,data,process,processing",2-7 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, New Delhi, Pune, Chennai","<div> Who we are looking for </div> <ul> <li> A Natural Language Processing (NLP) expert with strong computer science fundamentals and experience in working with deep learning frameworks. You will be working at the cutting edge of NLP and Machine Learning. </li> </ul> <p> Roles and Responsibilities </p> <ul> <li> Work as part of a distributed team to research, build and deploy Machine Learning models for NLP. </li> <li> Mentor and coach other team members </li> <li> Evaluate the performance of NLP models and ideate on how they can be improved </li> <li> Support internal and external NLP-facing APIs </li> <li> Keep up to date on current research around NLP, Machine Learning and Deep Learning </li> </ul> <p> Mandatory Requirements </p> <ul> <li> Any graduation with at least 2 years of demonstrated experience as a Data Scientist. </li> </ul> <p> Behavioural Skills </p> <ul> <li> Strong analytical and problem-solving capabilities. </li> <li> Proven ability to multi-task and deliver results within tight time frames </li> <li> Must have strong verbal and written communication skills </li> <li> Strong listening skills and eagerness to learn </li> <li> Strong attention to detail and the ability to work efficiently in a team as well as individually </li> </ul> <p> Technical Skills </p> <p> Hands-on experience with </p> <ul> <li> NLP </li> <li> Deep Learning </li> <li> Machine Learning </li> </ul> <p> Preferred Requirements </p> <ul> <li> Experience in Computer Vision is preferred </li> </ul>"
310723006494,Data Scientist - BIU at SBI Securities,2 Days Ago,Sbicap Securities,"python,R,Data Science,tableau,power bi,Bi,Data,Science",Any Graduate,Not disclosed,Mumbai (All Areas),Preferred candidate profile <br><br>Min -1 -2 years experience<br><br>Proven experience as a Data Scientist in financial industry<br><br>Solid understanding of statistical concepts and experience with statistical modelling techniques
250723501081,Data Scientist - Senior Analyst,8 Days Ago,Meredith,"Analyst,data science,GCP,Machine learning,Deployment,Mathematics,Predictive analytics,Statistics",5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Mandatory Skills:  Degree / Masters in Data Science,Mathematics,Statistics,or related field with 5+ years of experience in ML / Data Science / Predictive-Analytics <br><br>Strong knowledge of SQL and experience in building Models using Python <br><br>Experience running models on cloud platforms (AWS,GCP) <br><br>Experience in the Media domain"
